timestamp,run_id,rank,market_number,market_title,side,consensus,consensus_count,total_models,reasoning,link
2025-11-07T13:48:57.202650,20251107_134857,2,14,Lions vs. Commanders,YES,4 out of 5 models agreed (1 NO_TRADE),4,5,Strong consensus that the Lions' dominant offense and superior form gives them a clear edge over the struggling Commanders.,https://polymarket.com/event/nfl-det-was-2025-11-09
2025-11-07T13:48:57.202650,20251107_134857,3,18,Spread: Lions (-8.5),YES,4 out of 5 models agreed (1 NO_TRADE),4,5,Models agree Detroit's offensive firepower and Washington's weak defense make the -8.5 spread very coverable.,https://polymarket.com/event/nfl-det-was-2025-11-09
2025-11-07T13:48:57.202650,20251107_134857,4,24,Will Base launch a token in 2025?,NO,4 out of 5 models agreed (1 YES),4,5,Strong agreement that Base has repeatedly stated no token plans and faces regulatory incentives to remain token-free.,https://polymarket.com/event/will-base-launch-a-token-in-2025-341
2025-11-07T13:48:57.202650,20251107_134857,5,6,Will Sunderland AFC vs. Arsenal end in a draw?,NO,4 out of 5 models agreed (1 YES),4,5,"Arsenal's superior quality makes a draw unlikely against the Championship side, with most models favoring a decisive Arsenal win.",https://polymarket.com/event/epl-sun-ars-2025-11-08
2025-11-07T14:00:04.628181,20251107_140004,1,15,Will the U.S. test a nuclear weapon by December 31 2025?,NO,5 out of 5 models agreed,5,5,"All models agree US nuclear testing is extremely unlikely due to international treaties, political costs, and lack of strategic necessity.",https://polymarket.com/event/us-nuclear-test-by
2025-11-07T14:00:04.628181,20251107_140004,2,17,Taylor Swift pregnant in 2025?,NO,5 out of 5 models agreed,5,5,Universal consensus that there's no credible evidence and Swift's busy tour schedule makes pregnancy highly improbable.,https://polymarket.com/event/taylor-swift-pregnant-in-2025
2025-11-07T14:00:04.628181,20251107_140004,3,8,"Will Trump say ""Friend of mine"" during Hungary PM events on November 7?",YES,4 out of 5 models agreed (1 NO_TRADE),4,5,Strong agreement that Trump frequently uses this phrase in diplomatic contexts based on established speech patterns.,https://polymarket.com/event/what-will-trump-say-during-hungary-pm-events-on-november-7
2025-11-07T14:00:04.628181,20251107_140004,4,3,Lions vs. Commanders,YES,4 out of 5 models agreed (1 NO_TRADE),4,5,Models agree Lions are significantly stronger with home advantage and recent sharp money backing them against struggling Commanders.,https://polymarket.com/event/nfl-det-was-2025-11-09
2025-11-07T14:00:04.628181,20251107_140004,5,13,Will Base launch a token in 2025?,NO,4 out of 5 models agreed (1 YES),4,5,Strong consensus that Base has shown no indication of token plans and contradicts their stated infrastructure-focused strategy.,https://polymarket.com/event/will-base-launch-a-token-in-2025-341
2025-11-07T14:11:36.279213,20251107_141136,1,4,Will the U.S. test a nuclear weapon by December 31 2025?,NO,5 out of 5 models agreed,5,5,"All models agree that U.S. nuclear testing would violate international norms and long-standing policy, making it virtually impossible by 2025.",https://polymarket.com/event/us-nuclear-test-by
2025-11-07T14:11:36.279213,20251107_141136,2,6,Taylor Swift pregnant in 2025?,NO,5 out of 5 models agreed,5,5,"Universal consensus that there are no credible signals or public indications of pregnancy, with Swift maintaining tight control over her personal narrative.",https://polymarket.com/event/taylor-swift-pregnant-in-2025
2025-11-07T14:11:36.279213,20251107_141136,3,23,Will Mamdani freeze NYC rents before 2027?,NO,5 out of 5 models agreed,5,5,All models agree that rent freezes require significant legislative action and political capital that Mamdani lacks the authority to implement alone.,https://polymarket.com/event/will-mamdani-freeze-nyc-rents-before-2027
2025-11-07T14:11:36.279213,20251107_141136,4,2,Will Base launch a token in 2025?,NO (4 models) vs YES (1 model),4 out of 5 models agreed on NO,4,5,Strong majority consensus that Base has shown no indication of launching a token and Coinbase prefers keeping value within their ecosystem.,https://polymarket.com/event/will-base-launch-a-token-in-2025-341
2025-11-07T14:11:36.279213,20251107_141136,5,25,ECB rate cut in 2025?,YES (3 models) vs NO (2 models),3 out of 5 models agreed on YES,3,5,Majority of models expect ECB to cut rates in 2025 amid Eurozone economic slowdown and dovish policy signals.,https://polymarket.com/event/ecb-rate-cut-in-2025
2025-11-12T08:26:27.515210,20251112_082627,1,3,"Will Elon Musk post 240-259 tweets from November 11 to November 18, 2025?",NO,4 out of 6 models agreed,4,6,Strong majority agrees that 30+ tweets per day is exceptionally high and unlikely based on Musk's historical posting patterns.,https://polymarket.com/event/elon-musk-of-tweets-november-11-november-18
2025-11-12T08:26:27.515210,20251112_082627,2,2,Will Elche CF vs. Real Sociedad end in a draw?,NO,4 out of 6 models agreed,4,6,Clear consensus that Real Sociedad's superior strength makes a decisive win more likely than a draw outcome.,https://polymarket.com/event/lal-elc-rso-2025-11-07
2025-11-12T08:26:27.515210,20251112_082627,3,1,Will Jeannette Jara win the 1st round of the 2025 Chilean presidential election?,NO_TRADE,4 out of 6 models agreed,4,6,Majority consensus that insufficient polling data and distant timeline make this market too uncertain for confident positioning.,https://polymarket.com/event/chile-presidential-election-1st-round-winner
2025-11-12T08:26:27.515210,20251112_082627,4,1,Will Jeannette Jara win the 1st round of the 2025 Chilean presidential election?,NO,2 out of 6 models agreed (with 4 NO_TRADE),2,6,"Among models taking a directional position, all agreed NO based on Jara's weak polling position.",https://polymarket.com/event/chile-presidential-election-1st-round-winner
2025-11-12T08:26:27.515210,20251112_082627,5,2,Will Elche CF vs. Real Sociedad end in a draw?,YES,2 out of 6 models agreed (minority position),2,6,Weakest consensus - only two models see value in YES based on potential market overcorrection from recent large NO trade.,https://polymarket.com/event/lal-elc-rso-2025-11-07
2025-11-12T08:31:58.878628,20251112_083158,1,3,"ATP World Tour Finals, Bjorn Borg Group: Jannik Sinner vs Alexander Zverev",YES,4 out of 5 models agreed,4,5,"Strong agreement on Sinner's superior indoor hard court form, recent head-to-head dominance, and world #1 ranking making him the clear favorite.",https://polymarket.com/event/atp-sinner-zverev-2025-11-09
2025-11-12T08:31:58.878628,20251112_083158,2,1,Will Russia capture Rivnopillia by November 30?,NO,4 out of 5 models agreed,4,5,"Multiple models cite stalled Russian advances, lack of strategic significance, and stabilized front lines making capture by deadline unlikely.",https://polymarket.com/event/will-russia-capture-rivnopillia-by-november-30
2025-11-12T08:31:58.878628,20251112_083158,3,2,Suns vs. Mavericks,NO_TRADE,3 out of 5 models agreed,3,5,Consensus that the game is too far in advance (November 2025) and lacks sufficient current information to make reliable predictions despite recent large trades.,https://polymarket.com/event/nba-phx-dal-2025-11-12
2025-11-12T08:37:35.187963,20251112_083735,1,3,Rangers vs. Lightning,YES,4 out of 6 models agreed,4,6,"Strong consensus on Rangers backed by significant sharp money ($5,889 trade) indicating informed confidence in their victory.",https://polymarket.com/event/nhl-nyr-tb-2025-11-12
2025-11-12T08:37:35.187963,20251112_083735,2,1,Wizards vs. Rockets: O/U 234.5,NO,4 out of 6 models agreed (excluding NO_TRADE and opposite interpretation),4,6,Multiple models identified the large Under bet as a sharp money signal for a low-scoring game below 234.5.,https://polymarket.com/event/nba-was-hou-2025-11-12
2025-11-12T08:37:35.187963,20251112_083735,3,2,Wizards vs. Rockets: O/U 233.5,NO,4 out of 6 models agreed (excluding NO_TRADE and opposite interpretation),4,6,Even stronger Under conviction at the lower line with substantial betting activity reinforcing low-scoring expectations.,https://polymarket.com/event/nba-was-hou-2025-11-12
2025-11-12T08:37:35.187963,20251112_083735,4,1,Wizards vs. Rockets: O/U 234.5,NO (Alternative consensus view),5 out of 6 models leaned Under direction,5,6,Broad agreement across models that sharp money flow indicates Under value despite one model's different YES/NO interpretation.,https://polymarket.com/event/nba-was-hou-2025-11-12
2025-11-12T08:37:35.187963,20251112_083735,5,2,Wizards vs. Rockets: O/U 233.5,NO (Alternative consensus view),5 out of 6 models leaned Under direction,5,6,Near-universal recognition of Under momentum with large recent trades signaling market conviction for low total.,https://polymarket.com/event/nba-was-hou-2025-11-12
2025-11-24T09:37:34.972882,20251124_093734,1,3,"Will Tesla release Optimus by June 30, 2026?",NO,6 out of 6 models agreed,6,6,All models unanimously agree that Tesla's history of missing ambitious robotics timelines and technical/regulatory hurdles make a mid-2026 release highly improbable.,https://polymarket.com/event/will-tesla-release-optimus-by-june-30-2026
2025-11-24T09:37:34.972882,20251124_093734,2,2,"Will Elon Musk post 140-159 tweets from November 18 to November 25, 2025?",NO,4 out of 6 models agreed (2 NO_TRADE),4,6,"Strong majority consensus that the 140-159 range is too high relative to Musk's typical posting patterns, with the narrow band making it statistically unlikely.",https://polymarket.com/event/elon-musk-of-tweets-november-18-november-25
2025-11-24T09:37:34.972882,20251124_093734,3,1,Counter-Strike: PARIVISION vs The Huns Esports (BO1),NO_TRADE,4 out of 6 models agreed (2 NO),4,6,Majority consensus that BO1 esports matches are too volatile and unpredictable without detailed team form analysis to justify taking a position.,https://polymarket.com/event/cs2-prv-the9-2025-11-24
2025-11-24T09:37:34.972882,20251124_093734,4,1,Counter-Strike: PARIVISION vs The Huns Esports (BO1),NO,2 out of 6 models agreed (4 NO_TRADE),2,6,"Among models taking a position, there is agreement favoring The Huns Esports based on recent betting volume and implied team strength.",https://polymarket.com/event/cs2-prv-the9-2025-11-24
2025-11-24T09:37:34.972882,20251124_093734,5,2,"Will Elon Musk post 140-159 tweets from November 18 to November 25, 2025?",NO_TRADE,2 out of 6 models agreed (4 NO),2,6,"Two models identified fundamental issues with the market (future date error, lack of clear edge) warranting avoidance despite the NO consensus from others.",https://polymarket.com/event/elon-musk-of-tweets-november-18-november-25
2025-11-24T09:43:14.764935,20251124_094314,1,2,Counter-Strike: Legacy vs FlyQuest (BO1),NO_TRADE,5 out of 6 models agreed,5,6,Overwhelming agreement that BO1 CS matches are too volatile and unpredictable without sufficient form/roster data to justify taking a position.,https://polymarket.com/event/cs2-lgc-fly-2025-11-24
2025-11-24T09:43:14.764935,20251124_094314,2,1,Will Konyaspor win on 2025-11-24?,NO_TRADE,4 out of 6 models agreed,4,6,"Strong consensus that insufficient match context, opponent information, and form data make this too speculative despite large market trades.",https://polymarket.com/event/tur-kon-ant-2025-11-24
2025-11-24T09:43:14.764935,20251124_094314,3,3,Will Hyperliquid dip to $20 before 2026?,NO,3 out of 6 models agreed,3,6,"Multiple models cite the significant $3K ""No"" trade and lack of clear negative catalysts as evidence against a major price collapse.",https://polymarket.com/event/hyperliquid-hype-hits-100-this-year
2025-11-24T09:43:14.764935,20251124_094314,4,1,Will Konyaspor win on 2025-11-24?,NO,2 out of 6 models agreed,2,6,"Models citing the large $13K ""No"" trade and Konyaspor's underdog status suggest informed market sentiment against a win.",https://polymarket.com/event/tur-kon-ant-2025-11-24
2025-11-24T09:43:14.764935,20251124_094314,5,3,Will Hyperliquid dip to $20 before 2026?,YES,2 out of 6 models agreed,2,6,Models emphasizing crypto volatility and cyclical market corrections over a 12+ month window favor the possibility of a significant dip.,https://polymarket.com/event/hyperliquid-hype-hits-100-this-year
2025-11-24T09:48:48.704971,20251124_094848,1,1,Will the highest temperature in London be between 46-47°F on November 24?,NO,5 out of 6 models agreed,5,6,Strong consensus that the narrow 1°F temperature range is statistically unlikely given typical November variability and forecast error.,https://polymarket.com/event/highest-temperature-in-london-on-november-24
2025-11-24T09:48:48.704971,20251124_094848,2,3,"Will the total number of TSA passengers for November 23-30 be between 18,000,000 and 20,000,000?",YES,5 out of 6 models agreed,5,6,Overwhelming agreement that Thanksgiving week historically produces TSA volumes within this range based on consistent travel patterns.,https://polymarket.com/event/total-number-of-tsa-passengers-november-23-30
2025-11-24T09:48:48.704971,20251124_094848,3,2,Spread: 49ers (-7.5),NO_TRADE,3 out of 6 models agreed,3,6,"Multiple models cite insufficient information due to future date uncertainty, mislabeling concerns, and unpredictable NFL spread volatility.",https://polymarket.com/event/nfl-car-sf-2025-11-24
2025-11-24T09:48:48.704971,20251124_094848,4,2,Spread: 49ers (-7.5),NO,2 out of 6 models agreed,2,6,Models betting NO cite market overreaction to recent Panthers bet and contrarian value against the spread.,https://polymarket.com/event/nfl-car-sf-2025-11-24
2025-11-24T09:48:48.704971,20251124_094848,5,2,Spread: 49ers (-7.5),YES,1 out of 6 models agreed,1,6,"Only one model favors YES based on 49ers' strength against struggling Panthers, representing minority contrarian position.",https://polymarket.com/event/nfl-car-sf-2025-11-24
2025-11-24T09:54:25.560607,20251124_095425,1,2,"Will ""Wicked: For Good"" Opening Weekend Box Office be between 137m and 150m?",YES,4 out of 6 models agreed,4,6,Strong majority consensus on YES with models citing the substantial $520 bet as a signal of insider confidence and positive franchise momentum from the first film's performance.,https://polymarket.com/event/wicked-for-good-opening-weekend-box-office
2025-11-24T09:54:25.560607,20251124_095425,2,3,Will Lando Norris be the 2025 Drivers Champion?,NO,4 out of 6 models agreed,4,6,"Clear consensus against Norris winning, with models consistently citing Max Verstappen's dominance and Red Bull's competitive advantage despite the large YES bet.",https://polymarket.com/event/f1-drivers-champion
2025-11-24T09:54:25.560607,20251124_095425,3,1,North Carolina State Wolfpack vs. Seton Hall Pirates,NO_TRADE,4 out of 6 models agreed,4,6,"Majority consensus to avoid this market due to the game being too far in advance (November 2025) with insufficient data on rosters, form, and injuries.",https://polymarket.com/event/cbb-ncst-seton-2025-11-24
2025-11-24T09:54:25.560607,20251124_095425,4,2,"Will ""Wicked: For Good"" Opening Weekend Box Office be between 137m and 150m?",NO_TRADE (minority view),2 out of 6 models agreed,2,6,This represents the cautious minority view citing too many unknowns for a 2025 release prediction.,https://polymarket.com/event/wicked-for-good-opening-weekend-box-office
2025-11-24T09:54:25.560607,20251124_095425,5,1,North Carolina State Wolfpack vs. Seton Hall Pirates,NO (minority view),1 out of 6 models agreed,1,6,Only one model took the contrarian NO position based on recent volume suggesting NC State is undervalued.,https://polymarket.com/event/cbb-ncst-seton-2025-11-24
2025-11-26T07:15:46.591474,20251126_071546,1,1,North Carolina State Wolfpack vs. Seton Hall Pirates,NO_TRADE,6 out of 6 models agreed,6,6,"Perfect consensus that insufficient information, high volatility, and lack of clear edge make this college basketball matchup untradeable.",https://polymarket.com/event/cbb-ncst-seton-2025-11-24
2025-11-26T07:15:46.591474,20251126_071546,2,3,Will Lando Norris be the 2025 Drivers Champion?,NO,5 out of 6 models agreed (1 NO_TRADE),5,6,Strong agreement that Verstappen/Red Bull dominance and distance to 2025 season make betting against Norris the correct position.,https://polymarket.com/event/f1-drivers-champion
2025-11-26T07:15:46.591474,20251126_071546,3,2,"Will ""Wicked: For Good"" Opening Weekend Box Office be between 137m and 150m?",NO/NO_TRADE (mixed but leaning negative),4 out of 6 models said NO or NO_TRADE with negative lean,4,6,Majority view that the narrow $137-150M range is too difficult to predict accurately with high uncertainty around sequel performance.,https://polymarket.com/event/wicked-for-good-opening-weekend-box-office
2025-11-26T07:15:46.591474,20251126_071546,4,2,"Will ""Wicked: For Good"" Opening Weekend Box Office be between 137m and 150m?",NO_TRADE,3 out of 6 models agreed on NO_TRADE specifically,3,6,Multiple models cite box office volatility and narrow range making this too uncertain for confident prediction.,https://polymarket.com/event/wicked-for-good-opening-weekend-box-office
2025-11-26T07:15:46.591474,20251126_071546,5,3,Will Lando Norris be the 2025 Drivers Champion?,NO_TRADE,2 out of 6 models agreed on NO_TRADE (but 5 total avoided YES),2,6,Even models choosing NO_TRADE acknowledge the extreme difficulty of predicting 2025 championship this far in advance.,https://polymarket.com/event/f1-drivers-champion
2025-11-26T07:20:38.062767,20251126_072038,1,2,Will Leeds United win on 2025-12-03?,NO,5 out of 7 models agreed,5,7,Strong consensus that Chelsea's superior quality and recent market activity heavily favor betting against a Leeds victory.,https://polymarket.com/event/epl-lee-che-2025-12-03
2025-11-26T07:20:38.062767,20251126_072038,2,3,Timberwolves vs. Thunder,NO_TRADE,5 out of 7 models agreed,5,7,"Clear agreement that uncertainty around injuries, home court advantage, and evenly-matched teams makes this too risky without additional information.",https://polymarket.com/event/nba-min-okc-2025-11-26
2025-11-26T07:20:38.062767,20251126_072038,3,1,Spread: Sporting CP (-1.5),NO_TRADE,3 out of 7 models agreed,3,7,Multiple models cite insufficient context about match conditions and volatility of spread markets despite some bullish signals.,https://polymarket.com/event/ucl-spo1-bru-2025-11-26-more-markets
2025-11-26T07:20:38.062767,20251126_072038,4,1,Spread: Sporting CP (-1.5),YES,3 out of 7 models agreed,3,7,Recent large trades and Sporting's strong attacking form suggest confidence in covering the spread against Club Brugge.,https://polymarket.com/event/ucl-spo1-bru-2025-11-26-more-markets
2025-11-26T07:20:38.062767,20251126_072038,5,3,Timberwolves vs. Thunder,YES (Thunder),1 out of 7 models agreed,1,7,"Only one model backed Thunder based on their season performance, while another backed Timberwolves (NO), showing no real consensus for either side.",https://polymarket.com/event/nba-min-okc-2025-11-26
